CPU Time (Before collecting metrics) 300013
Depth :1 Time :22053
Depth :3 Time :47
Depth :3 Time :54
Depth :3 Time :57
Depth :3 Time :52
Depth :3 Time :372
Depth :3 Time :50
Depth :3 Time :59
Depth :3 Time :51
Depth :3 Time :51
Depth :3 Time :119
Depth :3 Time :48
Depth :3 Time :49
Depth :3 Time :49
Depth :3 Time :56
Depth :3 Time :52
Depth :3 Time :1231
Depth :3 Time :57
Depth :3 Time :56
Depth :3 Time :54
Depth :3 Time :702
Depth :3 Time :51
Depth :3 Time :55
Depth :3 Time :33
Depth :3 Time :42
Depth :3 Time :74
Depth :3 Time :1034
Depth :3 Time :144
Depth :3 Time :617
Depth :3 Time :186
Depth :3 Time :49
Depth :3 Time :54
Depth :3 Time :62
Depth :3 Time :168
Depth :3 Time :166
Depth :3 Time :440
Depth :3 Time :65
Depth :3 Time :48
Depth :3 Time :57
Depth :3 Time :55
Depth :3 Time :53
Depth :3 Time :61
Depth :3 Time :375
Depth :3 Time :743
Depth :3 Time :46
Depth :3 Time :45
Depth :3 Time :738
Depth :3 Time :52
Depth :3 Time :65
Depth :3 Time :213
Depth :3 Time :46
Depth :3 Time :58
Depth :3 Time :1128
Depth :3 Time :150
Depth :3 Time :84
Depth :3 Time :55
Depth :3 Time :37
Depth :3 Time :47
Depth :3 Time :39
Depth :3 Time :64
Depth :3 Time :924
Depth :3 Time :45
Depth :3 Time :1290
Depth :3 Time :134
Depth :3 Time :47
Depth :3 Time :50
Depth :3 Time :43
Depth :3 Time :43
Depth :3 Time :351
Depth :3 Time :38
Depth :3 Time :369
Depth :3 Time :36
Depth :3 Time :41
Depth :3 Time :83
Depth :3 Time :97
Depth :3 Time :58
Depth :3 Time :244
Depth :3 Time :32
Depth :3 Time :45
Depth :3 Time :1374
Depth :3 Time :37
Depth :3 Time :174
Depth :3 Time :50
Depth :3 Time :61
Depth :3 Time :61
Depth :3 Time :57
Depth :3 Time :49
Depth :3 Time :705
Depth :3 Time :53
Depth :3 Time :108
Depth :3 Time :62
Depth :3 Time :63
Depth :3 Time :62
Depth :3 Time :65
Depth :3 Time :63
Depth :3 Time :57
Depth :3 Time :61
Depth :3 Time :68
Depth :3 Time :60
Depth :3 Time :263
Depth :3 Time :44
Depth :3 Time :106
Depth :3 Time :55
Depth :3 Time :49
Depth :3 Time :687
Depth :3 Time :40
Depth :3 Time :1128
Depth :3 Time :479
Depth :3 Time :94
Depth :3 Time :134
Depth :3 Time :52
Depth :3 Time :57
Depth :3 Time :1000
Depth :3 Time :466
Depth :3 Time :37
Depth :3 Time :38
Depth :3 Time :128
Depth :3 Time :37
Depth :3 Time :488
Depth :3 Time :36
Depth :3 Time :35
Depth :3 Time :44
Depth :3 Time :50
Depth :3 Time :54
Depth :3 Time :44
Depth :3 Time :44
Depth :3 Time :50
Depth :3 Time :47
Depth :3 Time :60
Depth :3 Time :265
Depth :3 Time :838
Depth :3 Time :60
Depth :3 Time :325
Depth :3 Time :52
Depth :3 Time :52
Depth :3 Time :142
Depth :3 Time :46
Depth :3 Time :51
Depth :3 Time :65
Depth :3 Time :649
Depth :3 Time :47
Depth :3 Time :57
Depth :3 Time :58
Depth :3 Time :59
Depth :3 Time :1353
Depth :3 Time :48
Depth :3 Time :39
Depth :3 Time :54
Depth :3 Time :46
Depth :3 Time :53
Depth :3 Time :35
Depth :3 Time :51
Depth :3 Time :54
Depth :3 Time :56
Depth :3 Time :61
Depth :3 Time :56
Depth :3 Time :54
Depth :3 Time :56
Depth :3 Time :359
Depth :3 Time :51
Depth :3 Time :54
Depth :3 Time :61
Depth :3 Time :327
Depth :3 Time :49
Depth :3 Time :57
Depth :3 Time :49
Depth :3 Time :124
Depth :3 Time :53
Depth :3 Time :57
Depth :3 Time :45
Depth :3 Time :71
Depth :3 Time :47
Depth :3 Time :58
Depth :3 Time :55
Depth :3 Time :123
Depth :3 Time :177
Depth :3 Time :42
Depth :3 Time :50
Depth :3 Time :621
Depth :3 Time :64
Depth :3 Time :54
Depth :3 Time :60
Depth :3 Time :67
Depth :3 Time :50
Depth :3 Time :48
Depth :3 Time :197
Depth :3 Time :50
Depth :3 Time :54
Depth :3 Time :52
Depth :3 Time :59
Depth :3 Time :71
Depth :3 Time :73
Depth :3 Time :531
Depth :3 Time :583
Depth :3 Time :70
Depth :3 Time :54
Depth :3 Time :58
Depth :3 Time :65
Depth :3 Time :242
Depth :3 Time :51
Depth :3 Time :60
Depth :3 Time :67
Depth :3 Time :60
Depth :3 Time :62
Depth :3 Time :60
Depth :3 Time :60
Depth :3 Time :55
Depth :3 Time :303
Depth :3 Time :1536
Depth :3 Time :47
Depth :3 Time :49
Depth :3 Time :644
Depth :3 Time :52
Depth :3 Time :736
Depth :3 Time :503
Depth :3 Time :51
Depth :3 Time :57
Depth :3 Time :57
Depth :3 Time :221
Depth :3 Time :68
Depth :3 Time :907
Depth :3 Time :62
Depth :3 Time :63
Depth :3 Time :910
Depth :3 Time :62
Depth :3 Time :35
Depth :3 Time :57
Depth :3 Time :139
Depth :3 Time :60
Depth :3 Time :48
Depth :3 Time :996
Depth :3 Time :86
Depth :3 Time :67
Depth :3 Time :63
Depth :3 Time :48
Depth :3 Time :54
Depth :3 Time :43
Depth :3 Time :303
Depth :3 Time :65
Depth :3 Time :52
Depth :3 Time :65
Depth :3 Time :60
Depth :3 Time :49
Depth :3 Time :55
Depth :3 Time :55
Depth :3 Time :354
Depth :3 Time :1748
Depth :3 Time :39
Depth :3 Time :113
Depth :3 Time :579
Depth :3 Time :53
Depth :3 Time :71
Depth :3 Time :38
Depth :3 Time :615
Depth :3 Time :53
Depth :3 Time :43
Depth :3 Time :181
Depth :3 Time :73
Depth :3 Time :120
Depth :3 Time :50
Depth :3 Time :814
Depth :3 Time :38
Depth :3 Time :56
Depth :3 Time :53
Depth :3 Time :52
Depth :3 Time :80
Depth :3 Time :50
Depth :3 Time :71
Depth :3 Time :86
Depth :3 Time :34
Depth :3 Time :439
Depth :3 Time :300
Depth :3 Time :243
Depth :3 Time :67
Depth :3 Time :52
Depth :3 Time :66
Depth :3 Time :57
Depth :3 Time :1241
Depth :3 Time :176
Depth :3 Time :218
Depth :3 Time :39
Depth :3 Time :47
Depth :3 Time :56
Depth :3 Time :49
Depth :3 Time :56
Depth :3 Time :1416
Depth :3 Time :68
Depth :3 Time :47
Depth :3 Time :39
Depth :3 Time :92
Depth :3 Time :194
Depth :3 Time :638
Depth :3 Time :36
Depth :3 Time :553
Depth :3 Time :37
Depth :3 Time :1251
Depth :3 Time :70
Depth :3 Time :62
Depth :3 Time :75
Depth :3 Time :331
Depth :3 Time :76
Depth :3 Time :65
Depth :3 Time :572
Depth :3 Time :64
Depth :3 Time :56
Depth :3 Time :45
Depth :3 Time :229
Depth :3 Time :40
Depth :3 Time :202
Depth :3 Time :43
Depth :3 Time :126
Depth :3 Time :51
Depth :3 Time :65
Depth :3 Time :72
Depth :3 Time :60
Depth :3 Time :73
Depth :3 Time :71
Depth :3 Time :67
Depth :3 Time :52
Depth :3 Time :583
Depth :3 Time :229
Depth :3 Time :87
Depth :3 Time :57
Depth :3 Time :56
Depth :3 Time :71
Depth :3 Time :62
Depth :3 Time :73
Depth :3 Time :60
Depth :3 Time :68
Depth :3 Time :55
Depth :3 Time :70
Depth :3 Time :588
Depth :3 Time :67
Depth :3 Time :67
Depth :3 Time :54
Depth :3 Time :555
Depth :3 Time :65
Depth :3 Time :57
Depth :3 Time :65
Depth :3 Time :60
Depth :3 Time :62
Depth :3 Time :60
Depth :3 Time :78
Depth :3 Time :71
Depth :3 Time :100
Depth :3 Time :64
Depth :3 Time :50
Depth :3 Time :121
Depth :3 Time :552
Depth :3 Time :198
Depth :3 Time :79
Depth :3 Time :525
Depth :3 Time :85
Depth :3 Time :404
Depth :3 Time :358
Depth :3 Time :152
Depth :3 Time :314
Depth :3 Time :225
Depth :3 Time :86
Depth :3 Time :69
Depth :3 Time :76
Depth :3 Time :85
Depth :3 Time :89
Depth :3 Time :56
Depth :3 Time :68
Depth :3 Time :58
Depth :3 Time :64
Depth :3 Time :71
Depth :3 Time :104
Depth :3 Time :79
Depth :3 Time :81
Depth :3 Time :109
Depth :3 Time :74
Depth :3 Time :61
Depth :3 Time :90
Depth :3 Time :88
Depth :3 Time :66
Depth :3 Time :81
Depth :3 Time :83
Depth :3 Time :89
Depth :3 Time :58
Depth :3 Time :83
Depth :3 Time :98
Depth :3 Time :91
Depth :3 Time :94
Depth :3 Time :95
Depth :3 Time :101
Depth :3 Time :81
Depth :3 Time :103
Depth :3 Time :87
Depth :3 Time :111
Depth :3 Time :71
Depth :3 Time :61
Depth :3 Time :80
Depth :3 Time :141
Depth :3 Time :105
Depth :3 Time :76
Depth :3 Time :93
Depth :3 Time :55
Depth :3 Time :75
Depth :3 Time :78
Depth :3 Time :95
Depth :3 Time :90
Depth :3 Time :64
Depth :3 Time :75
Depth :3 Time :98
Depth :3 Time :71
Depth :3 Time :63
Depth :3 Time :185
Depth :3 Time :93
Depth :3 Time :87
Depth :3 Time :55
Depth :3 Time :99
Depth :3 Time :100
Depth :3 Time :84
Depth :3 Time :105
Depth :3 Time :77
Depth :3 Time :131
Depth :3 Time :97
Depth :3 Time :127
Depth :3 Time :141
Depth :3 Time :161
Depth :3 Time :82
Depth :3 Time :86
Depth :3 Time :102
Depth :3 Time :159
Depth :3 Time :100
Depth :3 Time :712
Depth :3 Time :313
Depth :3 Time :140
Depth :3 Time :88
Depth :3 Time :225
Depth :3 Time :548
Depth :3 Time :527
Depth :3 Time :334
Depth :3 Time :247
Depth :3 Time :148
Depth :3 Time :136
Depth :3 Time :89
Depth :3 Time :144
Depth :3 Time :264
Depth :3 Time :153
Depth :3 Time :404
Depth :3 Time :452
Depth :3 Time :738
Depth :3 Time :157
Depth :3 Time :204
Depth :3 Time :940
Depth :3 Time :142
Depth :3 Time :319
Depth :3 Time :387
Depth :3 Time :178
Depth :3 Time :260
Depth :3 Time :150
Depth :3 Time :220
Depth :3 Time :266
Depth :3 Time :355
Depth :3 Time :431
Depth :3 Time :117
Depth :3 Time :860
Depth :3 Time :176
Depth :3 Time :206
Depth :3 Time :482
Depth :3 Time :422
Depth :3 Time :442
Depth :3 Time :580
Depth :3 Time :136
Depth :3 Time :1148
Depth :3 Time :525
Depth :3 Time :978
Depth :3 Time :796
Depth :3 Time :602
Depth :3 Time :477
Depth :3 Time :1455
Depth :3 Time :663
Depth :3 Time :318
Depth :3 Time :715
Depth :3 Time :331
Depth :3 Time :839
Depth :3 Time :671
Depth :3 Time :1376
Depth :3 Time :381
Depth :3 Time :1678
Depth :3 Time :1093
Depth :3 Time :1220
Depth :3 Time :422
Depth :3 Time :383
Depth :3 Time :1438
Depth :3 Time :894
Depth :3 Time :708
Depth :3 Time :82
Depth :3 Time :70
Depth :3 Time :66
Depth :3 Time :1673
Depth :3 Time :1113
Depth :3 Time :946
Depth :3 Time :79
Depth :3 Time :64
Depth :3 Time :791
Depth :3 Time :1084
Depth :3 Time :1008
Depth :3 Time :80
Depth :3 Time :69
Depth :3 Time :632
Depth :3 Time :856
Depth :3 Time :651
Depth :3 Time :800
Depth :3 Time :71
Depth :3 Time :78
Depth :3 Time :83
Depth :3 Time :86
Depth :3 Time :65
Depth :3 Time :87
Depth :3 Time :69
Depth :3 Time :88
Depth :3 Time :88
Depth :3 Time :83
Depth :3 Time :89
Depth :3 Time :89
Depth :3 Time :68
Depth :3 Time :78
Depth :3 Time :86
Depth :3 Time :87
Depth :3 Time :62
Depth :3 Time :101
Depth :3 Time :71
Depth :3 Time :77
Depth :3 Time :92
Depth :3 Time :60
Depth :3 Time :78
Depth :3 Time :105
Depth :3 Time :87
Depth :3 Time :89
Depth :3 Time :93
Depth :3 Time :85
Depth :3 Time :80
Depth :3 Time :69
Depth :3 Time :77
Depth :3 Time :90
Depth :3 Time :93
Depth :3 Time :96
Depth :3 Time :74
Depth :3 Time :90
Depth :3 Time :71
Depth :3 Time :74
Depth :3 Time :91
Depth :3 Time :77
Depth :3 Time :88
Depth :3 Time :93
Depth :3 Time :84
Depth :3 Time :79
Depth :3 Time :84
Depth :3 Time :80
Depth :3 Time :64
Depth :3 Time :91
Depth :3 Time :82
Depth :3 Time :89
Depth :3 Time :95
Depth :3 Time :92
Depth :3 Time :89
Depth :3 Time :97
Depth :3 Time :89
Depth :3 Time :76
Depth :3 Time :84
Depth :3 Time :77
Depth :3 Time :84
Depth :3 Time :82
Depth :3 Time :89
Depth :3 Time :88
Depth :3 Time :75
Depth :3 Time :91
Depth :3 Time :87
Depth :3 Time :74
Depth :3 Time :85
Depth :3 Time :73
Depth :3 Time :90
Depth :3 Time :90
Depth :3 Time :79
Depth :3 Time :77
Depth :3 Time :92
Depth :3 Time :90
Depth :3 Time :79
Depth :3 Time :84
Depth :3 Time :90
Depth :3 Time :85
Depth :3 Time :87
Depth :3 Time :115
Depth :3 Time :82
Depth :3 Time :66
Depth :3 Time :76
Depth :3 Time :69
Depth :3 Time :91
Depth :3 Time :83
Depth :3 Time :63
Depth :3 Time :79
Depth :3 Time :67
Depth :3 Time :83
Depth :3 Time :74
Depth :3 Time :72
Depth :3 Time :89
Depth :3 Time :86
Depth :3 Time :75
Depth :3 Time :82
Depth :3 Time :69
Depth :3 Time :88
Depth :3 Time :88
Depth :3 Time :96
Depth :3 Time :86
Depth :3 Time :73
Depth :3 Time :113
Depth :3 Time :96
Depth :3 Time :95
Depth :3 Time :64
Depth :3 Time :74
Depth :3 Time :85
Depth :3 Time :71
Depth :3 Time :107
Depth :3 Time :70
Depth :3 Time :105
Depth :3 Time :83
Depth :3 Time :76
Depth :3 Time :90
Depth :3 Time :86
Depth :3 Time :96
Depth :3 Time :96
Depth :3 Time :76
Depth :3 Time :65
Depth :3 Time :110
Depth :3 Time :84
Depth :3 Time :72
Depth :3 Time :88
Depth :3 Time :103
Depth :3 Time :92
Depth :3 Time :96
Depth :3 Time :82
Depth :3 Time :87
Depth :3 Time :97
Depth :3 Time :85
Depth :3 Time :97
Depth :3 Time :78
Depth :3 Time :74
Depth :3 Time :165
Depth :3 Time :243
Depth :3 Time :109
Depth :3 Time :93
Depth :3 Time :114
Depth :3 Time :96
Depth :3 Time :74
Depth :3 Time :121
Depth :3 Time :84
Depth :3 Time :203
Depth :3 Time :68
Depth :3 Time :110
Depth :3 Time :81
Depth :3 Time :88
Depth :3 Time :95
Depth :3 Time :111
Depth :3 Time :112
Depth :3 Time :185
Depth :3 Time :118
Depth :3 Time :133
Depth :3 Time :103
Depth :3 Time :119
Depth :3 Time :150
Depth :3 Time :138
Depth :3 Time :92
Depth :3 Time :251
Depth :3 Time :703
Depth :3 Time :91
Depth :3 Time :150
Depth :3 Time :145
Depth :3 Time :138
Depth :3 Time :246
Depth :3 Time :121
Depth :3 Time :134
Depth :3 Time :215
Depth :3 Time :215
Depth :3 Time :189
Depth :3 Time :506
Depth :3 Time :378
Depth :3 Time :237
Depth :3 Time :211
Depth :3 Time :221
Depth :3 Time :105
Depth :3 Time :289
Depth :3 Time :181
Depth :3 Time :369
Depth :3 Time :350
Depth :3 Time :211
Depth :3 Time :383
Depth :3 Time :405
Depth :3 Time :131
Depth :3 Time :565
Depth :3 Time :902
Depth :3 Time :451
Depth :3 Time :532
Depth :3 Time :803
Depth :3 Time :1182
Depth :3 Time :1165
Depth :3 Time :555
Depth :3 Time :694
Depth :3 Time :228
Depth :3 Time :593
Depth :3 Time :756
Depth :3 Time :587
Depth :3 Time :530
Depth :3 Time :1022
Depth :3 Time :172
Depth :3 Time :361
Depth :3 Time :888
Depth :3 Time :298
Depth :3 Time :576
Depth :3 Time :1455
Depth :3 Time :754
Depth :3 Time :270
Depth :3 Time :1338
Depth :3 Time :437
Depth :3 Time :1134
Depth :3 Time :336
Depth :3 Time :1460
Depth :3 Time :2057
Depth :3 Time :1437
Depth :3 Time :1152
Depth :3 Time :1050
Depth :3 Time :914
Depth :3 Time :489
Depth :3 Time :826
Depth :3 Time :1118
Depth :3 Time :943
Depth :3 Time :1188
Depth :3 Time :1180
Depth :3 Time :87
Depth :3 Time :1339
Depth :3 Time :1043
Depth :3 Time :812
Depth :3 Time :88
Depth :3 Time :91
Depth :3 Time :76
Depth :3 Time :779
Depth :3 Time :83
Depth :3 Time :79
Depth :3 Time :73
Depth :3 Time :86
Depth :3 Time :86
Depth :3 Time :77
Depth :3 Time :90
Depth :3 Time :88
Depth :3 Time :89
Depth :3 Time :74
Depth :3 Time :94
Depth :3 Time :77
Depth :3 Time :86
Depth :3 Time :84
Depth :3 Time :69
Depth :3 Time :77
Depth :3 Time :85
Depth :3 Time :94
Depth :3 Time :89
Depth :3 Time :97
Depth :3 Time :88
Depth :3 Time :72
Depth :3 Time :83
Depth :3 Time :67
Depth :3 Time :79
Depth :3 Time :75
Depth :3 Time :68
Depth :3 Time :96
Depth :3 Time :85
Depth :3 Time :69
Depth :3 Time :68
Depth :3 Time :73
Depth :3 Time :80
Depth :3 Time :74
Depth :3 Time :72
Depth :3 Time :77
Depth :3 Time :84
Depth :3 Time :74
Depth :3 Time :78
Depth :3 Time :59
Depth :3 Time :86
Depth :3 Time :94
Depth :3 Time :76
Depth :3 Time :91
Depth :3 Time :90
Depth :3 Time :97
Depth :3 Time :92
Depth :3 Time :87
Depth :3 Time :88
Depth :3 Time :68
Depth :3 Time :76
Depth :3 Time :64
Depth :3 Time :84
Depth :3 Time :64
Depth :3 Time :84
Depth :3 Time :62
Depth :3 Time :69
Depth :3 Time :82
Depth :3 Time :86
Depth :3 Time :93
Depth :3 Time :72
Depth :3 Time :81
Depth :3 Time :84
Depth :3 Time :83
Depth :3 Time :84
Depth :3 Time :70
Depth :3 Time :71
Depth :3 Time :91
Depth :3 Time :80
Depth :3 Time :62
Depth :3 Time :88
Depth :3 Time :99
Depth :3 Time :61
Depth :3 Time :67
Depth :3 Time :90
Depth :3 Time :83
Depth :3 Time :80
Depth :3 Time :93
Depth :3 Time :96
Depth :3 Time :58
Depth :3 Time :69
Depth :3 Time :69
Depth :3 Time :85
Depth :3 Time :69
Depth :3 Time :66
Depth :3 Time :85
Depth :3 Time :77
Depth :3 Time :66
Depth :3 Time :87
Depth :3 Time :82
Depth :3 Time :70
Depth :3 Time :64
Depth :3 Time :86
Depth :3 Time :94
Depth :3 Time :82
Depth :3 Time :73
Depth :3 Time :70
Depth :3 Time :83
Depth :3 Time :93
Depth :3 Time :68
Depth :3 Time :86
Depth :3 Time :88
Depth :3 Time :83
Depth :3 Time :64
Depth :3 Time :81
Depth :3 Time :88
Depth :3 Time :88
Depth :3 Time :95
Depth :3 Time :59
Depth :3 Time :60
Depth :3 Time :89
Depth :3 Time :69
Depth :3 Time :102
Depth :3 Time :83
Depth :3 Time :86
Depth :3 Time :61
Depth :3 Time :89
Depth :3 Time :89
Depth :3 Time :60
Depth :3 Time :73
Depth :3 Time :92
Depth :3 Time :85
Depth :3 Time :68
Depth :3 Time :93
Depth :3 Time :96
Depth :3 Time :76
Depth :3 Time :66
Depth :3 Time :93
Depth :3 Time :93
Depth :3 Time :89
Depth :3 Time :93
Depth :3 Time :93
Depth :3 Time :96
Depth :3 Time :70
Depth :3 Time :74
Depth :3 Time :90
Depth :3 Time :74
Depth :3 Time :70
Depth :3 Time :90
Depth :3 Time :68
Depth :3 Time :89
Depth :3 Time :89
Depth :3 Time :87
Depth :3 Time :80
Depth :3 Time :84
Depth :3 Time :73
Depth :3 Time :72
Depth :3 Time :70
Depth :3 Time :93
Depth :3 Time :67
Depth :3 Time :76
Depth :3 Time :80
Depth :3 Time :64
Depth :3 Time :83
Depth :3 Time :70
Depth :3 Time :83
Depth :3 Time :65
Depth :3 Time :83
Depth :3 Time :90
Depth :3 Time :93
Depth :3 Time :79
Depth :3 Time :80
Depth :3 Time :65
Depth :3 Time :87
Depth :3 Time :62
Depth :3 Time :67
Depth :3 Time :82
Depth :3 Time :59
Depth :3 Time :62
Depth :3 Time :81
Depth :3 Time :76
Depth :3 Time :42
Depth :3 Time :62
Depth :3 Time :70
Depth :3 Time :50
Depth :3 Time :80
Depth :3 Time :45
Depth :3 Time :97
Depth :3 Time :64
Depth :3 Time :52
Depth :3 Time :48
Depth :3 Time :75
Depth :3 Time :57
Depth :3 Time :99
Depth :3 Time :76
Depth :3 Time :64
Depth :3 Time :87
Depth :3 Time :71
Depth :3 Time :110
Depth :3 Time :85
Depth :3 Time :112
Depth :3 Time :62
Depth :3 Time :59
Depth :3 Time :87
Depth :3 Time :77
Depth :3 Time :75
Depth :3 Time :56
Depth :3 Time :90
Depth :3 Time :70
Depth :3 Time :84
Depth :3 Time :62
Depth :3 Time :55
Depth :3 Time :89
Depth :3 Time :112
Depth :3 Time :83
Depth :3 Time :79
Depth :3 Time :112
Depth :3 Time :66
Depth :3 Time :60
Depth :3 Time :65
Depth :3 Time :67
Depth :3 Time :72
Depth :3 Time :69
Depth :3 Time :61
Depth :3 Time :104
Depth :3 Time :85
Depth :3 Time :84
Depth :3 Time :74
Depth :3 Time :86
Depth :3 Time :63
Depth :3 Time :77
Depth :3 Time :59
Depth :3 Time :94
Depth :3 Time :82
Depth :3 Time :89
Depth :3 Time :77
Depth :3 Time :62
Depth :3 Time :74
Depth :3 Time :70
Depth :3 Time :100
Depth :3 Time :87
Depth :3 Time :87
Depth :3 Time :65
Depth :3 Time :80
Depth :3 Time :60
Depth :3 Time :75
Depth :3 Time :72
Depth :3 Time :57
Depth :3 Time :87
Depth :3 Time :64
Depth :3 Time :52
Depth :3 Time :103
Depth :3 Time :60
Depth :3 Time :74
Depth :3 Time :109
Depth :3 Time :54
Depth :3 Time :68
Depth :3 Time :72
Depth :3 Time :92
Depth :3 Time :57
Depth :3 Time :99
Depth :3 Time :86
Depth :3 Time :91
Depth :3 Time :61
Depth :3 Time :87
Depth :3 Time :69
Depth :3 Time :66
Depth :3 Time :101
Depth :3 Time :64
Depth :3 Time :90
Depth :3 Time :76
Depth :3 Time :86
Depth :3 Time :102
Depth :3 Time :82
Depth :3 Time :87
Depth :3 Time :58
Depth :3 Time :62
Depth :3 Time :80
Depth :3 Time :96
Depth :3 Time :108
Depth :3 Time :84
Depth :3 Time :70
Depth :3 Time :83
Depth :3 Time :93
Depth :3 Time :97
Depth :3 Time :106
Depth :3 Time :100
Depth :3 Time :72
Depth :3 Time :88
Depth :3 Time :134
Depth :3 Time :92
Depth :3 Time :90
Depth :3 Time :120
Depth :3 Time :80
Depth :3 Time :105
Depth :3 Time :125
Depth :3 Time :86
Depth :3 Time :93
Depth :3 Time :82
Depth :3 Time :75
Depth :3 Time :131
Depth :3 Time :82
Depth :3 Time :89
Depth :3 Time :107
Depth :3 Time :94
Depth :3 Time :113
Depth :3 Time :101
Depth :3 Time :89
Depth :3 Time :92
Depth :3 Time :96
Depth :3 Time :106
Depth :3 Time :109
Depth :3 Time :118
Depth :3 Time :172
Depth :3 Time :160
Depth :3 Time :102
Depth :3 Time :101
Depth :3 Time :148
Depth :3 Time :199
Depth :3 Time :146
Depth :3 Time :104
Depth :3 Time :101
Depth :3 Time :79
Depth :3 Time :96
Depth :3 Time :101
Depth :3 Time :139
Depth :3 Time :122
Depth :3 Time :114
Depth :3 Time :135
Depth :3 Time :156
Depth :3 Time :115
Depth :3 Time :105
Depth :3 Time :94
Depth :3 Time :101
Depth :3 Time :143
Depth :3 Time :135
Depth :3 Time :217
Depth :3 Time :113
Depth :3 Time :199
Depth :3 Time :124
Depth :3 Time :101
Depth :3 Time :132
Depth :3 Time :143
Depth :3 Time :155
Depth :3 Time :193
Depth :3 Time :306
Depth :3 Time :217
Depth :3 Time :139
Depth :3 Time :102
Depth :3 Time :212
Depth :3 Time :265
Depth :3 Time :168
Depth :3 Time :309
Depth :3 Time :159
Depth :3 Time :244
Depth :3 Time :311
Depth :3 Time :1026
Depth :3 Time :103
Depth :3 Time :168
Depth :3 Time :164
Depth :3 Time :137
Depth :3 Time :173
Depth :3 Time :320
Depth :3 Time :178
Depth :3 Time :326
Depth :3 Time :367
Depth :3 Time :227
Depth :3 Time :179
Depth :3 Time :193
Depth :3 Time :284
Depth :3 Time :364
Depth :3 Time :172
Depth :3 Time :215
Depth :3 Time :268
Depth :3 Time :133
Depth :3 Time :340
Depth :3 Time :427
Depth :3 Time :468
Depth :3 Time :420
Depth :3 Time :281
Depth :3 Time :503
Depth :3 Time :277
Depth :3 Time :212
Depth :3 Time :288
Depth :3 Time :237
Depth :3 Time :531
Depth :3 Time :293
Depth :3 Time :565
Depth :3 Time :392
Depth :3 Time :372
Depth :3 Time :255
Depth :3 Time :175
Depth :3 Time :291
Depth :3 Time :241
Depth :3 Time :366
Depth :3 Time :341
Depth :3 Time :316
Depth :3 Time :194
Depth :3 Time :311
Depth :3 Time :540
Depth :3 Time :292
Depth :3 Time :471
Depth :3 Time :661
Depth :3 Time :738
Depth :3 Time :463
Depth :3 Time :212
Depth :3 Time :481
Depth :3 Time :562
Depth :3 Time :464
Depth :3 Time :435
Depth :3 Time :299
Depth :3 Time :517
Depth :3 Time :473
Depth :3 Time :362
Depth :3 Time :856
Depth :3 Time :914
Depth :3 Time :503
Depth :3 Time :447
Depth :3 Time :639
Depth :3 Time :263
Depth :3 Time :572
Depth :3 Time :526
Depth :3 Time :434
Depth :3 Time :568
Depth :3 Time :341
Depth :3 Time :641
Depth :3 Time :529
Depth :3 Time :1569
Depth :3 Time :1000
Depth :3 Time :642
Depth :3 Time :835
Depth :3 Time :1053
Depth :3 Time :334
Depth :3 Time :695
Depth :3 Time :678
Depth :3 Time :476
Depth :3 Time :870
Depth :3 Time :629
Depth :3 Time :736
Depth :3 Time :1272
Depth :3 Time :98
Depth :3 Time :753
Depth :3 Time :653
Depth :3 Time :828
Depth :3 Time :864
Depth :3 Time :1019
Depth :3 Time :1049
Depth :3 Time :364
Depth :3 Time :982
Depth :3 Time :787
Depth :3 Time :1035
Depth :3 Time :559
Depth :3 Time :1414
Depth :3 Time :1265
Depth :3 Time :1333
Depth :3 Time :855
Depth :3 Time :1197
Depth :3 Time :1082
Depth :3 Time :97
Depth :3 Time :88
Depth :3 Time :744
Depth :3 Time :696
Depth :3 Time :905
Depth :3 Time :538
Depth :3 Time :644
Depth :3 Time :729
Depth :3 Time :1196
Depth :3 Time :1182
Depth :3 Time :73
Depth :3 Time :1093
Depth :3 Time :786
Depth :3 Time :73
Depth :3 Time :67
Depth :3 Time :1200
Depth :3 Time :712
Depth :3 Time :92
Depth :3 Time :1134
Depth :3 Time :797
Depth :3 Time :70
Depth :3 Time :93
Depth :3 Time :70
Depth :3 Time :85
Depth :3 Time :76
Depth :3 Time :87
Depth :3 Time :90
Depth :3 Time :103
Depth :3 Time :90
Depth :3 Time :95
Depth :3 Time :84
Depth :3 Time :87
Depth :3 Time :87
Depth :3 Time :90
Depth :3 Time :85
Depth :3 Time :92
Depth :3 Time :60
Depth :3 Time :79
Depth :3 Time :90
Depth :3 Time :62
Depth :3 Time :68
Depth :3 Time :93
Depth :3 Time :95
Depth :3 Time :96
Depth :3 Time :92
Depth :3 Time :85
Depth :3 Time :82
Depth :3 Time :85
Depth :3 Time :93
Depth :3 Time :70
Depth :3 Time :81
Depth :3 Time :84
Depth :3 Time :88
Depth :3 Time :80
Depth :3 Time :80
Depth :3 Time :70
Depth :3 Time :76
Depth :3 Time :98
Depth :3 Time :83
Depth :3 Time :90
Depth :3 Time :65
Depth :3 Time :82
Depth :3 Time :86
Depth :3 Time :74
Depth :3 Time :77
Depth :3 Time :77
Depth :3 Time :84
Depth :3 Time :81
Depth :3 Time :73
Depth :3 Time :90
Depth :3 Time :74
Depth :3 Time :79
Depth :3 Time :67
Depth :3 Time :77
Depth :3 Time :79
Depth :3 Time :86
Depth :3 Time :76
Depth :3 Time :95
