Using pattern file: test/newSIPbenchmarks/si/si2_rand_r01_600/si2_r01_m600.06/pattern
Metric Backtracks Depth 3:2611
Metric Backtracks Depth 4:10
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:102334
Metric Backtracks Depth 3:18245
Metric Backtracks Depth 4:143
Metric Backtracks Depth 5:31
Metric Backtracks Depth 6:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:51
Metric Backtracks Depth 5:25
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:83685
Metric Backtracks Depth 3:38632
Metric Backtracks Depth 4:375
Metric Backtracks Depth 5:10
Metric Backtracks Depth 0:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:77
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:96315
Metric Backtracks Depth 3:2814
Metric Backtracks Depth 4:18
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:50817
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:160798
Metric Backtracks Depth 3:929
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1854
Metric Backtracks Depth 4:58
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:34782
Metric Backtracks Depth 3:2919
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:5
Metric Backtracks Depth 3:5374
Metric Backtracks Depth 4:24
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:153702
Metric Backtracks Depth 3:35569
Metric Backtracks Depth 4:194
Metric Backtracks Depth 5:14
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:83038
Metric Backtracks Depth 3:2044
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:220
Metric Backtracks Depth 3:8322
Metric Backtracks Depth 4:33
Metric Backtracks Depth 5:3
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:154008
Metric Backtracks Depth 3:7379
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:37708
Metric Backtracks Depth 3:915
Metric Backtracks Depth 4:96
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:77138
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:31
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:40116
Metric Backtracks Depth 3:38613
Metric Backtracks Depth 4:458
Metric Backtracks Depth 5:18
Metric Backtracks Depth 6:5
Metric Backtracks Depth 7:4
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:259
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:53974
Metric Backtracks Depth 3:3017
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:87131
Metric Backtracks Depth 3:1146
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1525
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1937
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:35
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:5
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:297462
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:36539
Metric Backtracks Depth 3:182
Metric Backtracks Depth 0:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:11449
Metric Backtracks Depth 4:228
Metric Backtracks Depth 5:3
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:525
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:388
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3679
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1091
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:662
Metric Backtracks Depth 4:64
Metric Backtracks Depth 5:3
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:37419
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:461917
Metric Backtracks Depth 3:2958
Metric Backtracks Depth 4:1349
Metric Backtracks Depth 5:13
Metric Backtracks Depth 6:29
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:58151
Metric Backtracks Depth 3:3549
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:57957
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:869
Metric Backtracks Depth 4:51
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:4
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1802
Metric Backtracks Depth 4:31
Metric Backtracks Depth 5:4
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:2286
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:300899
Metric Backtracks Depth 3:14864
Metric Backtracks Depth 4:369
Metric Backtracks Depth 5:20
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3035
Metric Backtracks Depth 4:12
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1172
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:899
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:43720
Metric Backtracks Depth 3:283
Metric Backtracks Depth 4:18
Metric Backtracks Depth 5:4
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:97832
Metric Backtracks Depth 3:1088
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:139255
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:81791
Metric Backtracks Depth 3:1828
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:6
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:3
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1222
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:197
Metric Backtracks Depth 4:10
Metric Backtracks Depth 5:11
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:187
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:44307
Metric Backtracks Depth 3:815
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:199241
Metric Backtracks Depth 3:287
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:9
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:59773
Metric Backtracks Depth 3:1268
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:88383
Metric Backtracks Depth 3:505
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:3
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1366
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:92994
Metric Backtracks Depth 3:2504
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:134030
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:87863
Metric Backtracks Depth 3:418
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:104
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:167272
Metric Backtracks Depth 3:1911
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:80844
Metric Backtracks Depth 3:2507
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:181094
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:18
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:35
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:68760
Metric Backtracks Depth 3:1343
Metric Backtracks Depth 4:81
Metric Backtracks Depth 5:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:906
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:33
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:98692
Metric Backtracks Depth 3:795
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:117714
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:47963
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:62533
Metric Backtracks Depth 3:1065
Metric Backtracks Depth 4:35
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:172572
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1743
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:61060
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:9
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:79514
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:41
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:46101
Metric Backtracks Depth 3:709
Metric Backtracks Depth 4:41
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:92388
Metric Backtracks Depth 3:2874
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:71603
Metric Backtracks Depth 3:1447
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:157415
Metric Backtracks Depth 3:1486
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:98237
Metric Backtracks Depth 3:861
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:127775
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:14
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:57
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:25515
Metric Backtracks Depth 4:362
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:21
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:84454
Metric Backtracks Depth 3:202
Metric Backtracks Depth 4:50
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:191244
Metric Backtracks Depth 3:16268
Metric Backtracks Depth 4:638
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:67951
Metric Backtracks Depth 3:408
Metric Backtracks Depth 4:44
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:43556
Metric Backtracks Depth 3:593
Metric Backtracks Depth 4:23
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:71068
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:10310
Metric Backtracks Depth 4:170
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1153
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:164388
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:35684
Metric Backtracks Depth 3:1895
Metric Backtracks Depth 4:61
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:38141
Metric Backtracks Depth 4:12
Metric Backtracks Depth 5:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1151
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:99566
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:21
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:74182
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:932
Metric Backtracks Depth 4:20
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:5
Metric Backtracks Depth 3:3629
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:2
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1227
Metric Backtracks Depth 4:26
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:101
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:99382
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:10
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3528
Metric Backtracks Depth 4:20
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 7:0
Metric Backtracks Depth 8:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3782
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1338
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3646
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1019
Metric Backtracks Depth 4:39
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:139325
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:6
Metric Backtracks Depth 6:7
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:13
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:737
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:5
Metric Backtracks Depth 6:6
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:6842
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:49528
Metric Backtracks Depth 3:1411
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:6
Metric Backtracks Depth 7:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1007
Metric Backtracks Depth 4:18
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:2179
Metric Backtracks Depth 4:8
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1899
Metric Backtracks Depth 4:8
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:51457
Metric Backtracks Depth 3:1193
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:157555
Metric Backtracks Depth 3:2072
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:64612
Metric Backtracks Depth 3:356
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:188
Metric Backtracks Depth 4:39
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:11
Metric Backtracks Depth 3:5236
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 7:13
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1039
Metric Backtracks Depth 4:74
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:84539
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 7:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:191453
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:151354
Metric Backtracks Depth 3:29586
Metric Backtracks Depth 4:3246
Metric Backtracks Depth 5:153
Metric Backtracks Depth 6:27
Metric Backtracks Depth 7:14
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:305
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:8
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:2635
Metric Backtracks Depth 4:24
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:583
Metric Backtracks Depth 4:21
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3122
Metric Backtracks Depth 4:35
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:62158
Metric Backtracks Depth 3:417
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:155199
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:44655
Metric Backtracks Depth 3:2847
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:5
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:3
