Using pattern file: test/newSIPbenchmarks/si/si2_rand_r01_600/si2_r01_m600.06/pattern
Metric Backtracks Depth 2:160977
Metric Backtracks Depth 3:175
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:379412
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:157703
Metric Backtracks Depth 3:1662
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:19295
Metric Backtracks Depth 4:835
Metric Backtracks Depth 5:9
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:162111
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:13
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:117763
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:83085
Metric Backtracks Depth 3:745
Metric Backtracks Depth 4:61
Metric Backtracks Depth 5:13
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:280454
Metric Backtracks Depth 3:1051
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:197453
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:207
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:183567
Metric Backtracks Depth 3:213
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:155409
Metric Backtracks Depth 3:91
Metric Backtracks Depth 4:6
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:331652
Metric Backtracks Depth 3:2504
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:8
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:59739
Metric Backtracks Depth 4:525
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:6
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:508
Metric Backtracks Depth 4:151
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:65708
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:431238
Metric Backtracks Depth 3:7391
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:23
Metric Backtracks Depth 6:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:155055
Metric Backtracks Depth 3:427
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:248808
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:237723
Metric Backtracks Depth 3:407
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:151705
Metric Backtracks Depth 3:223
Metric Backtracks Depth 4:54
Metric Backtracks Depth 5:32
Metric Backtracks Depth 6:12
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:274599
Metric Backtracks Depth 3:786
Metric Backtracks Depth 4:70
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:280822
Metric Backtracks Depth 3:5560
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:100
Metric Backtracks Depth 4:39
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:275049
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:5038
Metric Backtracks Depth 4:31
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:337010
Metric Backtracks Depth 3:696
Metric Backtracks Depth 4:77
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:5
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:129366
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:45
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:2705
Metric Backtracks Depth 4:22
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:332747
Metric Backtracks Depth 3:40391
Metric Backtracks Depth 4:1025
Metric Backtracks Depth 5:180
Metric Backtracks Depth 6:24
Metric Backtracks Depth 7:0
Metric Backtracks Depth 8:4
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:119911
Metric Backtracks Depth 3:1545
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1953
Metric Backtracks Depth 4:21
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:256697
Metric Backtracks Depth 3:32068
Metric Backtracks Depth 4:876
Metric Backtracks Depth 5:39
Metric Backtracks Depth 6:50
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:42604
Metric Backtracks Depth 3:8266
Metric Backtracks Depth 4:157
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 7:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:52318
Metric Backtracks Depth 3:507
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:6177
Metric Backtracks Depth 4:83
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:5
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:2018
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:36
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:389508
Metric Backtracks Depth 3:17107
Metric Backtracks Depth 4:579
Metric Backtracks Depth 5:20
Metric Backtracks Depth 6:11
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:484
Metric Backtracks Depth 4:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:181285
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:216956
Metric Backtracks Depth 3:22352
Metric Backtracks Depth 4:150
Metric Backtracks Depth 5:10
Metric Backtracks Depth 6:3
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:147747
Metric Backtracks Depth 3:3870
Metric Backtracks Depth 4:15
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:55818
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:249393
Metric Backtracks Depth 3:2086
Metric Backtracks Depth 4:21
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:10
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 7:0
Metric Backtracks Depth 8:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:16
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:177848
Metric Backtracks Depth 3:40323
Metric Backtracks Depth 4:493
Metric Backtracks Depth 5:24
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:306844
Metric Backtracks Depth 3:12796
Metric Backtracks Depth 4:446
Metric Backtracks Depth 5:52
Metric Backtracks Depth 6:21
Metric Backtracks Depth 7:1
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:45967
Metric Backtracks Depth 3:1241
Metric Backtracks Depth 4:140
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1383
Metric Backtracks Depth 4:199
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:49640
Metric Backtracks Depth 3:757
Metric Backtracks Depth 4:49
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:71210
Metric Backtracks Depth 3:786
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:152840
Metric Backtracks Depth 3:778
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:151545
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:123218
Metric Backtracks Depth 3:1393
Metric Backtracks Depth 4:44
Metric Backtracks Depth 5:17
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:54255
Metric Backtracks Depth 3:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:223208
Metric Backtracks Depth 3:1439
Metric Backtracks Depth 4:0
Metric Backtracks Depth 5:0
Metric Backtracks Depth 6:0
Metric Backtracks Depth 7:0
Metric Backtracks Depth 8:0
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:1011
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:215961
Metric Backtracks Depth 3:2303
Metric Backtracks Depth 4:224
Metric Backtracks Depth 5:4
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:0
Metric Backtracks Depth 3:3081
Metric Backtracks Depth 4:48
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:145061
Metric Backtracks Depth 3:0
Metric Backtracks Depth 4:36
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:28549
Metric Backtracks Depth 3:719
Metric Backtracks Depth 4:48
Metric Backtracks Depth 0:0
Metric Backtracks Depth 1:0
Metric Backtracks Depth 2:151120

Solution found: true
mapping = (0 -> 444) (1 -> 380) (2 -> 473) (3 -> 267) (4 -> 351) (5 -> 32) (6 -> 554) (7 -> 342) (8 -> 162) (9 -> 489) (10 -> 120) (11 -> 154) (12 -> 94) (13 -> 285) (14 -> 22) (15 -> 408) (16 -> 17) (17 -> 144) (18 -> 192) (19 -> 280) (20 -> 41) (21 -> 353) (22 -> 482) (23 -> 274) (24 -> 310) (25 -> 249) (26 -> 124) (27 -> 349) (28 -> 259) (29 -> 69) (30 -> 390) (31 -> 93) (32 -> 435) (33 -> 504) (34 -> 503) (35 -> 293) (36 -> 535) (37 -> 110) (38 -> 441) (39 -> 403) (40 -> 514) (41 -> 8) (42 -> 146) (43 -> 532) (44 -> 248) (45 -> 130) (46 -> 13) (47 -> 457) (48 -> 391) (49 -> 49) (50 -> 355) (51 -> 291) (52 -> 459) (53 -> 87) (54 -> 106) (55 -> 74) (56 -> 316) (57 -> 539) (58 -> 494) (59 -> 244) (60 -> 123) (61 -> 228) (62 -> 59) (63 -> 128) (64 -> 107) (65 -> 371) (66 -> 257) (67 -> 372) (68 -> 513) (69 -> 419) (70 -> 164) (71 -> 358) (72 -> 393) (73 -> 141) (74 -> 520) (75 -> 237) (76 -> 171) (77 -> 289) (78 -> 498) (79 -> 150) (80 -> 569) (81 -> 46) (82 -> 348) (83 -> 216) (84 -> 230) (85 -> 530) (86 -> 549) (87 -> 194) (88 -> 490) (89 -> 7) (90 -> 80) (91 -> 77) (92 -> 287) (93 -> 224) (94 -> 283) (95 -> 343) (96 -> 344) (97 -> 44) (98 -> 335) (99 -> 497) (100 -> 15) (101 -> 324) (102 -> 547) (103 -> 574) (104 -> 151) (105 -> 268) (106 -> 596) (107 -> 209) (108 -> 594) (109 -> 81) (110 -> 60) (111 -> 579) (112 -> 306) (113 -> 84) (114 -> 484) (115 -> 470) (116 -> 325) (117 -> 210) (118 -> 418) (119 -> 269) 
cpu = 588074
Using pattern file: test/newSIPbenchmarks/si/si2_rand_r01_600/si2_r01_m600.06/pattern
Using target file: test/newSIPbenchmarks/si/si2_rand_r01_600/si2_r01_m600.06/target
Skeleton Type: Budget
CountNodes : false
Optimisation: false
Decision: true
DepthBounded: false
MaxStackDepth: 5000
Using Bounding: false
Workpool: DepthPool
New Incumbent Bound: 1
CPU Time (Before collecting metrics) 508
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:4
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 5 Bucket 0:1
Depth 6 Bucket 0:1
Depth 6 Bucket 1:1
Depth 7 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:5
Depth 2 Bucket 0:6
Depth 3 Bucket 0:2
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 3 Bucket 2:4
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:2
Depth 2 Bucket 2:2
Depth 3 Bucket 0:19
Depth 3 Bucket 1:6
Depth 4 Bucket 0:12
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:4
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:60
Depth 3 Bucket 1:14
Depth 3 Bucket 2:1
Depth 4 Bucket 0:2
Depth 4 Bucket 1:14
Depth 5 Bucket 0:7
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:19
Depth 3 Bucket 1:8
Depth 4 Bucket 0:12
Depth 4 Bucket 1:1
Depth 5 Bucket 0:3
Depth 5 Bucket 1:1
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:6
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:4
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:4
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 2 Bucket 0:3
Depth 2 Bucket 1:2
Depth 3 Bucket 0:109
Depth 3 Bucket 1:14
Depth 4 Bucket 0:7
Depth 4 Bucket 1:26
Depth 5 Bucket 0:6
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 2 Bucket 2:1
Depth 3 Bucket 0:37
Depth 3 Bucket 1:14
Depth 4 Bucket 0:11
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:5
Depth 2 Bucket 0:1
Depth 3 Bucket 0:1
Depth 3 Bucket 1:5
Depth 4 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:4
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:1
Depth 6 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 3 Bucket 2:3
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:1
Depth 3 Bucket 1:2
Depth 4 Bucket 0:1
Depth 3 Bucket 0:5
Depth 3 Bucket 0:7
Depth 1 Bucket 0:1
Depth 2 Bucket 0:6
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:2
Depth 4 Bucket 0:3
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:14
Depth 3 Bucket 1:8
Depth 4 Bucket 0:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 2 Bucket 0:3
Depth 3 Bucket 0:5
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 4 Bucket 0:2
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:4
Depth 7 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:3
Depth 2 Bucket 1:2
Depth 3 Bucket 0:62
Depth 3 Bucket 1:10
Depth 4 Bucket 0:19
Depth 5 Bucket 0:1
Depth 6 Bucket 0:2
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 3 Bucket 2:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:3
Depth 3 Bucket 0:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:3
Depth 4 Bucket 0:4
Depth 3 Bucket 0:1
Depth 3 Bucket 1:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:1
Depth 3 Bucket 1:3
Depth 4 Bucket 0:1
Depth 4 Bucket 1:2
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:1
Depth 4 Bucket 0:3
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:5
Depth 2 Bucket 0:6
Depth 3 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 2 Bucket 2:2
Depth 3 Bucket 0:37
Depth 3 Bucket 1:4
Depth 4 Bucket 0:2
Depth 4 Bucket 1:24
Depth 4 Bucket 2:1
Depth 5 Bucket 0:3
Depth 5 Bucket 1:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:5
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:1
Depth 3 Bucket 1:2
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:1
Depth 5 Bucket 0:1
Depth 5 Bucket 1:2
Depth 2 Bucket 0:6
Depth 5 Bucket 0:2
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:3
Depth 4 Bucket 0:2
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:2
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 3 Bucket 0:1
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:4
Depth 2 Bucket 0:3
Depth 2 Bucket 1:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 4 Bucket 0:2
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 2 Bucket 0:4
Depth 2 Bucket 1:1
Depth 3 Bucket 0:102
Depth 3 Bucket 1:10
Depth 4 Bucket 0:2
Depth 4 Bucket 1:22
Depth 5 Bucket 0:8
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 7 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:5
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:4
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 2 Bucket 0:3
Depth 2 Bucket 1:4
Depth 3 Bucket 0:32
Depth 3 Bucket 1:4
Depth 4 Bucket 0:115
Depth 5 Bucket 0:1
Depth 5 Bucket 1:19
Depth 6 Bucket 0:11
Depth 7 Bucket 0:6
Depth 8 Bucket 0:1
Depth 9 Bucket 0:1
Depth 9 Bucket 1:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:4
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:5
Depth 3 Bucket 1:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 4 Bucket 0:1
Depth 5 Bucket 0:1
Depth 3 Bucket 0:2
Depth 3 Bucket 1:2
Depth 4 Bucket 0:2
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:2
Depth 3 Bucket 1:3
Depth 5 Bucket 0:1
Depth 2 Bucket 0:6
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:3
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:2
Depth 2 Bucket 2:1
Depth 3 Bucket 0:4
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 2 Bucket 2:2
Depth 2 Bucket 3:2
Depth 3 Bucket 0:47
Depth 3 Bucket 1:3
Depth 4 Bucket 0:22
Depth 4 Bucket 1:1
Depth 5 Bucket 0:3
Depth 5 Bucket 1:1
Depth 6 Bucket 0:1
Depth 7 Bucket 0:1
Depth 8 Bucket 0:1
Depth 2 Bucket 0:5
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:4
Depth 4 Bucket 0:1
Depth 4 Bucket 1:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:4
Depth 2 Bucket 0:7
Depth 7 Bucket 0:1
Depth 8 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:1
Depth 3 Bucket 0:7
Depth 4 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:2
Depth 4 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:4
Depth 2 Bucket 0:7
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:2
Depth 5 Bucket 0:1
Depth 6 Bucket 0:1
Depth 3 Bucket 0:7
Depth 2 Bucket 0:3
Depth 3 Bucket 0:5
Depth 4 Bucket 0:1
Depth 2 Bucket 0:5
Depth 3 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:4
Depth 3 Bucket 0:4
Depth 2 Bucket 0:3
Depth 2 Bucket 1:2
Depth 2 Bucket 2:2
Depth 3 Bucket 0:35
Depth 3 Bucket 1:8
Depth 4 Bucket 0:18
Depth 5 Bucket 0:3
Depth 5 Bucket 1:2
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:1
Depth 2 Bucket 2:2
Depth 3 Bucket 0:72
Depth 3 Bucket 1:10
Depth 3 Bucket 2:1
Depth 4 Bucket 0:18
Depth 5 Bucket 0:1
Depth 6 Bucket 0:1
Depth 2 Bucket 0:1
Depth 3 Bucket 0:3
Depth 2 Bucket 0:1
Depth 2 Bucket 1:2
Depth 2 Bucket 2:1
Depth 3 Bucket 0:7
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:2
Depth 3 Bucket 1:1
Depth 2 Bucket 0:6
Depth 4 Bucket 0:2
Depth 5 Bucket 0:1
Depth 2 Bucket 0:2
Depth 2 Bucket 1:2
Depth 3 Bucket 0:4
Depth 2 Bucket 0:2
Depth 3 Bucket 0:1
Depth 3 Bucket 1:1
Depth 3 Bucket 2:3
Depth 4 Bucket 0:3
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:5
Depth 3 Bucket 0:3
Depth 5 Bucket 0:1
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
Depth 3 Bucket 0:3
Depth 3 Bucket 1:4
Depth 2 Bucket 0:1
Depth 3 Bucket 0:6
Depth 4 Bucket 0:1
Depth 3 Bucket 0:7
Depth 2 Bucket 0:2
Depth 2 Bucket 1:3
Depth 3 Bucket 0:29
Depth 3 Bucket 1:1
Depth 4 Bucket 0:1
Depth 4 Bucket 1:28
Depth 4 Bucket 2:6
Depth 5 Bucket 0:2
Depth 2 Bucket 0:1
Depth 2 Bucket 1:3
